merchant_id,day,txn_count,txn_volume,avg_txn_value,refund_rate,dispute_rate,category_entropy,geo_entropy,dominant_category,dominant_geo,true_drift,true_drift_any,drift_kind,archetype,n_deviant_signals,deviant_features,deviant_signal_groups,predicted_drift_ms,z_txn_count,baseline_mean_txn_count,baseline_std_txn_count,baseline_days_txn_count,z_txn_volume,baseline_mean_txn_volume,baseline_std_txn_volume,baseline_days_txn_volume,z_refund_rate,baseline_mean_refund_rate,baseline_std_refund_rate,baseline_days_refund_rate,z_dispute_rate,baseline_mean_dispute_rate,baseline_std_dispute_rate,baseline_days_dispute_rate,z_category_entropy,baseline_mean_category_entropy,baseline_std_category_entropy,baseline_days_category_entropy,z_geo_entropy,baseline_mean_geo_entropy,baseline_std_geo_entropy,baseline_days_geo_entropy,predicted_drift_static
M0014,55,56,53049.85,947.32,0.0235368015382884,0.0010563534274746,1.1147,1.5501,groceries,pune,0,0,none,growing,1,['txn_count'],['volume'],0,2.5239184548282725,44.43636363636364,4.581620432908619,55.0,1.1357190952576666,46226.35672727273,6008.08184102882,55.0,-0.6950120669602904,0.025442340139869533,0.00274173455709224,55.0,-0.7892449809893065,0.0012076853315921127,0.00019174262461298187,55.0,-0.8270115232684924,1.2661472727272727,0.1831259522584726,55.0,1.1775577566709161,1.2840981818181818,0.22589279946134813,55.0,0
M0014,56,48,50648.33,1055.17,0.0226213871169921,0.0011562607369496,1.3728,1.3538,groceries,pune,0,0,none,growing,0,[],[],0,0.7000522055185958,44.642857142857146,4.795560717726611,56.0,0.7139936452991016,46348.204821428575,6022.6378860417535,56.0,-1.0213745071162532,0.0254083126648413,0.0027286030035327583,56.0,-0.25500384777505736,0.001204982976161443,0.00019106472171675468,56.0,0.5989591126464967,1.263442857142857,0.18257864443191982,56.0,0.28659237716525915,1.2888482142857143,0.22663472893709297,56.0,0
M0014,57,50,49799.55,995.99,0.0275353124732131,0.0010545041632849,1.3289,1.0804,groceries,pune,0,0,none,growing,0,[],[],0,1.1099737450366,44.70175438596491,4.773307150486146,57.0,0.5630508371875576,46423.645614035086,5995.736375826347,57.0,0.7972612987747043,0.02535941923417728,0.0027292096610984497,57.0,-0.7897351088634702,0.0012041282000349195,0.00018946104215291566,57.0,0.35003639031644007,1.2653614035087721,0.18151997406266143,57.0,-0.9324674523686431,1.2899877192982456,0.22476679348523454,57.0,0
M0014,58,50,52294.61,1045.89,0.0245432866944677,0.0011374306790942,1.15,1.4622,groceries,pune,0,0,none,growing,0,[],[],0,1.0888247576917662,44.793103448275865,4.782125420037655,58.0,0.9753903299650889,46481.85086206897,5959.418459827341,58.0,-0.31381702145394996,0.025396934634850307,0.0027202091729363804,58.0,-0.33957701188513284,0.0012015484752633673,0.00018881665697340001,58.0,-0.6465733353933386,1.266456896551724,0.18011397961667922,58.0,0.783259362422256,1.2863741379310345,0.22447974515774446,58.0,0
M0014,59,50,50713.9,1014.28,0.0275670808722858,0.001099808952994,0.9522,1.665,groceries,pune,0,0,none,growing,0,[],[],0,1.0688467394058425,44.88135593220339,4.788941088637268,59.0,0.694000036119428,46580.37220338983,5956.091615964769,59.0,0.8094325165879869,0.025382466025691282,0.0026989462392780538,59.0,-0.5371933389500637,0.0012004617329554152,0.00018736788538394682,59.0,-1.7426795737386407,1.2644830508474576,0.1791970569652711,59.0,1.6791612892960588,1.2893542372881355,0.22371035177290413,59.0,0
M0014,60,52,55014.94,1057.98,0.0277281716776054,0.0011156288495289,1.3554,1.1485,groceries,pune,0,0,none,growing,0,[],[],0,1.4671281085286378,44.96666666666667,4.793946276707194,60.0,1.410865814954299,46649.26433333333,5929.462304632884,60.0,0.8582197470458659,0.025418876273134525,0.0026907973306601863,60.0,-0.44652643197821407,0.0011987841866227251,0.00018622713268154825,60.0,0.5275944564568386,1.2592783333333335,0.18218854555862826,60.0,-0.6479522614280278,1.2956150000000002,0.22704604761432895,60.0,0
M0014,61,50,47313.57,946.27,0.0205151654275712,0.0010633182060115,1.1729,1.3965,groceries,pune,0,0,none,growing,0,[],[],0,1.0008773949908831,45.13333333333333,4.8624004208937075,60.0,0.07942541671557342,46835.87066666666,6014.439118953621,60.0,-1.8311456733056029,0.02546926856815299,0.0027054664261847573,60.0,-0.7156812976592013,0.0011967680697621752,0.00018646548985861924,60.0,-0.48829215058699244,1.261965,0.1824010480056497,60.0,0.43904978037603837,1.2976633333333334,0.2251149438726853,60.0,0
M0014,62,45,42011.37,933.59,0.0255335111116941,0.0014558689308977,1.3822,1.467,groceries,pune,0,0,none,growing,0,[],[],0,-0.06550113836087737,45.31666666666667,4.834521576128961,60.0,-0.8349990828339371,46967.38133333333,5935.3494335741325,60.0,0.0407338388952251,0.025420755798424503,0.002768099357382549,60.0,1.412040041649608,0.0011924821373172217,0.00018652926674287372,60.0,0.6606753032557539,1.2615833333333333,0.18256572642003985,60.0,0.7439140227157572,1.299265,0.22547632505657203,60.0,0
M0014,63,56,56900.59,1016.08,0.023029130505873,0.0015417177804013,1.0882,1.4473,groceries,pune,0,0,none,growing,0,[],[],0,2.2111360395957487,45.38333333333333,4.801453405195123,60.0,1.6764415697535526,46993.41533333334,5909.64507526682,60.0,-0.8744530536623151,0.025444873079311557,0.0027625754902691844,60.0,1.892479255228263,0.0011915460333137417,0.00018503333451088321,60.0,-0.9487408110441071,1.2608700000000002,0.18199912767531684,60.0,0.6289082953955505,1.307,0.22308498874507404,60.0,0
M0014,64,56,63120.53,1127.15,0.0189530471785459,0.0009961912192039,1.4271,1.3051,groceries,pune,0,0,none,growing,1,['txn_volume'],['volume'],0,2.087514424120129,45.6,4.98200150371824,60.0,2.637284173033489,47195.715,6038.338667798081,60.0,-2.326871807613686,0.025417904618096954,0.0027783470573658556,60.0,-1.0480990694700054,0.001194243964944775,0.00018896376450465189,60.0,0.913700527887093,1.2605116666666667,0.1823226847844383,60.0,-0.024839868464242635,1.3106533333333334,0.22356532770403467,60.0,0
M0014,65,46,39119.59,850.43,0.0242530424019444,0.0009289771346455,1.3951,1.3328,groceries,pune,0,0,none,growing,0,[],[],0,0.01977078134230908,45.9,5.057969043742515,60.0,-1.333724049061942,47559.05966666667,6327.747987001109,60.0,-0.36752978136202774,0.02531905755084729,0.0029004864448054987,60.0,-1.3785833853217995,0.001191732665897425,0.00019059821411571015,60.0,0.7091711278426311,1.2655383333333332,0.18269450289213865,60.0,0.09950060929521165,1.3105550000000001,0.22356647017105616,60.0,0
M0014,66,53,57881.38,1092.1,0.0264345233978135,0.0013281310950218,1.0193,1.5922,groceries,pune,0,0,none,growing,0,[],[],0,1.40335048026248,46.016666666666666,4.976186228280753,60.0,1.6307876011256408,47556.44933333333,6331.254088233163,60.0,0.4171882322375445,0.025240084875456016,0.002863068586453744,60.0,0.7198990970479928,0.001194261089604935,0.00018595662359601546,60.0,-1.4685899724073375,1.2750016666666668,0.1741137223261277,60.0,1.265835575042871,1.3095216666666667,0.22331362690905546,60.0,0
M0014,67,57,63046.34,1106.08,0.0257614202188793,0.0009054944690342,1.5776,1.6447,groceries,pune,0,0,none,growing,0,[],[],0,2.1514342263829684,46.21666666666667,5.0121603538224235,60.0,2.3764920343870064,47851.464,6393.82576509219,60.0,0.16149329346232852,0.025301442686637914,0.00284827637346244,60.0,-1.5813537021692623,0.0011901331441911318,0.00017999684369567127,60.0,1.7847182843017757,1.2666833333333334,0.17421050112023956,60.0,1.4556056130094588,1.3160383333333334,0.2257903265343694,60.0,0
M0014,68,53,52010.65,981.33,0.0234882411124642,0.0011977245558657,1.4669,0.8403,groceries,pune,0,0,none,growing,0,[],[],0,1.2762939461000806,46.55,5.0536947383547535,60.0,0.5710843713819979,48254.44283333333,6577.324393551212,60.0,-0.6263745522752729,0.025238935000933202,0.0027949633044792393,60.0,0.06843186392356004,0.0011851540331944716,0.00018369399794911426,60.0,1.1565646470327091,1.266285,0.17345766232324267,60.0,-2.0951923798102667,1.3176883333333334,0.22784940320208874,60.0,0
M0014,69,50,46655.32,933.11,0.0256861420048249,0.0012543575785763,1.0719,1.1737,groceries,pune,0,0,none,growing,0,[],[],0,0.6413088312146469,46.75,5.0677611812150785,60.0,-0.254119575294799,48331.01583333333,6594.123382228191,60.0,0.1628645142855343,0.02523017200149742,0.0027996890871394694,60.0,0.36630755767453355,0.0011872994804138816,0.0001830650139683983,60.0,-1.120140859865535,1.2674866666666667,0.17460899220312825,60.0,-0.6160074667101175,1.31601,0.2310199270148921,60.0,0
M0014,70,52,59404.4,1142.39,0.0280951157848888,0.001470764651467,1.0063,1.1556,groceries,pune,0,0,none,growing,0,[],[],0,1.015433978126199,46.916666666666664,5.00606976212645,60.0,1.6812548947552153,48420.29616666667,6533.2769395045125,60.0,1.049052430952331,0.025187184781103714,0.0027719596447102865,60.0,1.540810987365455,0.0011922254389064402,0.0001807744199934725,60.0,-1.4577614240776142,1.261505,0.17506636942425532,60.0,-0.7281523757214916,1.3201783333333332,0.22602183117271357,60.0,0
M0014,71,55,63907.24,1161.95,0.0260200392475194,0.0010315362808192,1.2125,1.0679,groceries,pune,0,0,none,growing,0,[],[],0,1.5800348778646738,47.03333333333333,5.042082790876845,60.0,2.2862100656933513,48637.76266666667,6678.947644604334,60.0,0.28569636710345825,0.02522143908446417,0.0027952758768053734,60.0,-0.9010215998684274,0.0011975278356569448,0.00018422594404172323,60.0,-0.26835664665127235,1.259975,0.1769100955479355,60.0,-1.0969584222522712,1.316875,0.2269684930161759,60.0,0
M0014,72,49,50849.29,1037.74,0.0193951236095808,0.0012600125268091,1.228,1.63,groceries,pune,0,0,none,growing,0,[],[],0,0.35032452487268523,47.2,5.138093031466045,60.0,0.29342889283366375,48813.22783333333,6938.860543023807,60.0,-2.162470876158991,0.02530909971939996,0.002734823472084694,60.0,0.3497775792545533,0.0011951465804359166,0.00018544912601724194,60.0,-0.15718072911708725,1.25543,0.17451248733912464,60.0,1.4073360662287404,1.3212249999999999,0.21940388469360345,60.0,0
M0014,73,52,63367.99,1218.62,0.0254441267596262,0.0011412029092296,1.3756,1.6736,groceries,pune,0,0,none,growing,0,[],[],0,0.9191728760642988,47.3,5.1132927465444755,60.0,2.0883737635019783,48873.31583333333,6940.6513431583535,60.0,0.10125976722352915,0.025159669836975367,0.0028091800964039296,60.0,-0.2771615804027667,0.0011917069243085482,0.0001822186718864732,60.0,0.6825301076582764,1.2569249999999998,0.17387511359340257,60.0,1.5684681351932903,1.3325766666666667,0.2174244574572165,60.0,0
M0014,74,53,60332.08,1138.34,0.0269021160816129,0.0015565551229938,1.4682,1.2875,groceries,pune,0,0,none,growing,0,[],[],0,1.0900418536639713,47.516666666666666,5.030387883641474,60.0,1.569986061837479,49305.4495,7023.393881022524,60.0,0.6225590033347548,0.025153842788327198,0.0028082049796421347,60.0,2.001662196809907,0.0011926453934672833,0.00018180376794170753,60.0,1.1991144495190171,1.2634866666666666,0.17072042907617943,60.0,-0.22167585048560237,1.3366,0.2214945827091297,60.0,0
M0014,75,56,55713.15,994.88,0.0231024140491591,0.001282428642626,1.3519,1.1396,groceries,pune,0,0,none,growing,0,[],[],0,1.6512907181427816,47.7,5.026371134293703,60.0,0.862042176660666,49685.41266666667,6992.39259578141,60.0,-0.7435894175564027,0.025195843476563385,0.0028153028781444374,60.0,0.45185328174043565,0.0011976497651843933,0.00018762479076185455,60.0,0.4757176828677984,1.27263,0.16663244368410254,60.0,-0.8807697134091508,1.3345850000000001,0.2213802280340472,60.0,0
M0014,76,46,54337.9,1181.26,0.0268702565915117,0.001285230513396,1.4278,1.6215,groceries,pune,0,0,none,growing,0,[],[],0,-0.36361089801333224,47.86666666666667,5.133692848222122,60.0,0.6431790707232115,49815.5495,7031.24636023203,60.0,0.5978696147633198,0.025182114420613924,0.0028235958630646657,60.0,0.4458729737507378,0.0012021432924528533,0.00018634729134669656,60.0,0.9130822035549275,1.27642,0.16579011113197478,60.0,1.3347807298777377,1.3272699999999997,0.22043320930093954,60.0,0
M0014,77,50,49217.36,984.35,0.0302139803524476,0.0010781428859255,1.3884,1.277,groceries,pune,0,0,none,growing,0,[],[],0,0.41555531201523666,47.86666666666667,5.133692848222122,60.0,-0.09941653686446374,49918.42733333333,7051.818092286896,60.0,1.7632341075362694,0.02524625734163324,0.002817392761166387,60.0,-0.6603684910811994,0.0012001989727746067,0.00018483027051952196,60.0,0.6573649438821908,1.2870116666666669,0.15423446941749822,60.0,-0.25831337574971436,1.3345616666666666,0.22283657011412186,60.0,0
M0014,78,54,58133.73,1076.55,0.0276752258731326,0.0010111263323542,1.6597,1.2547,groceries,pune,0,0,none,growing,0,[],[],0,1.1884499828489978,48.05,5.006521171161478,60.0,1.1623648193490983,50064.99016666666,6941.658676362622,60.0,0.8025068246670111,0.02538103210776517,0.0028587841185268082,60.0,-1.0066122736831469,0.0011978311839104016,0.0001854784174973919,60.0,2.393674947288395,1.2898533333333333,0.15450997934604138,60.0,-0.3616329985026988,1.3352033333333333,0.22261058494841032,60.0,0
M0014,79,43,47910.87,1114.21,0.0277875529126327,0.0015281014472274,1.4472,1.2524,groceries,pune,0,0,none,growing,0,[],[],0,-1.0998521881671721,48.333333333333336,4.8491364482539865,60.0,-0.3670570084574645,50411.699,6813.1896200799565,60.0,0.8308651491947215,0.025402043392041454,0.0028711151537686853,60.0,1.8193186367114662,0.0012014164280175967,0.0001795644878350212,60.0,0.9339906060852171,1.2961649999999998,0.1617093352074034,60.0,-0.3692691580338921,1.3346616666666666,0.22276885268364757,60.0,0
M0014,80,59,61624.04,1044.48,0.0265146684219257,0.001165476177427,1.1817,1.2567,groceries,pune,0,0,none,growing,0,[],[],0,2.1929738423206673,48.3,4.879219165093624,60.0,1.6474270496747767,50389.998499999994,6819.143525789352,60.0,0.36891381379594523,0.0254496855176883,0.002886806794463018,60.0,-0.24179167462313678,0.00120972032271918,0.00018298456868351675,60.0,-0.7150436269252435,1.2981316666666667,0.16283155640073893,60.0,-0.3416064108136136,1.3328766666666667,0.22299542472061537,60.0,0
M0014,81,55,51060.79,928.38,0.0275775650691049,0.0012752421156605,1.3261,1.3212,groceries,pune,0,0,none,growing,0,[],[],0,1.2811338899943148,48.516666666666666,5.060621207485273,60.0,0.06774091908327079,50588.58283333333,6970.781811894401,60.0,0.7340981962781403,0.025600075201103505,0.0026937675068910674,60.0,0.3534765321200054,0.0012107052561676867,0.00018257749419953862,60.0,0.18587983428595356,1.2957133333333333,0.16347478887849978,60.0,-0.05424942587933543,1.3332883333333332,0.22282877905880139,60.0,0
M0014,82,59,62740.98,1063.41,0.0245408502511339,0.0016724428561555,1.3427,1.5031,groceries,pune,0,0,none,growing,1,['dispute_rate'],['dispute'],0,2.0454651643089847,48.766666666666666,5.002936990516013,60.0,1.7472764566528594,50753.00716666667,6860.947955710392,60.0,-0.3898923571190896,0.025586226024355927,0.0026811907290163264,60.0,2.5261285947314303,0.0012109989856511816,0.00018266840075628754,60.0,0.31513023071472157,1.2921599999999998,0.16037813917558635,60.0,0.753602884728986,1.3361683333333334,0.22151144860160588,60.0,0
M0014,83,58,62772.84,1082.29,0.0238961852420207,0.0012939899097282,1.1308,1.5104,groceries,pune,0,0,none,growing,0,[],[],0,1.7624960176003908,49.06666666666667,5.0685693721429885,60.0,1.6873644669155592,51117.95583333333,6907.152778896291,60.0,-0.6417070385128966,0.02560777239179469,0.0026672407298826816,60.0,0.388504819275225,0.0012193851410941983,0.00019203048439188128,60.0,-1.0024436739714764,1.290425,0.15923587942612114,60.0,0.7715215889552559,1.3386966666666669,0.2225515601784294,60.0,0
M0014,84,52,54321.53,1044.64,0.0246785531159856,0.0013373513365614,1.1867,1.3422,groceries,pune,0,0,none,growing,0,[],[],0,0.5215225935689051,49.4,4.985402419879019,60.0,0.4077497727612544,51519.288833333325,6872.453043174207,60.0,-0.3142597542102848,0.025489342177633663,0.002579996486300089,60.0,0.633308406318951,0.001216955040073035,0.00019010689781959116,60.0,-0.6522867593817511,1.29051,0.15914779582279565,60.0,0.016447376013219623,1.3385416666666667,0.2224265639937291,60.0,0
M0014,85,53,52628.3,992.99,0.0270393967479001,0.0014915165083319,1.3464,1.5286,groceries,pune,0,0,none,growing,0,[],[],0,0.7019250234965261,49.516666666666666,4.962543315497818,60.0,0.14400798422539218,51640.972,6856.064303036824,60.0,0.6473886689561087,0.02540617402461134,0.0025227854635180326,60.0,1.4586116897047676,0.0012157325461470048,0.00018907291373807358,60.0,0.35711333700334874,1.2893883333333334,0.15964586241743212,60.0,0.8515528255319681,1.33924,0.2223702327353633,60.0,0
M0014,86,57,59037.02,1035.74,0.0214077628352715,0.0011007999845997,1.2001,1.3078,groceries,pune,0,0,none,growing,0,[],[],0,1.4950769964674495,49.7,4.88269167223384,60.0,1.0713331547029932,51819.5585,6736.897358507404,60.0,-1.5851066169957444,0.02540225373987397,0.0025200140241501455,60.0,-0.6215901891756898,0.0012203900866575583,0.00019239380566229752,60.0,-0.5510396347009383,1.28691,0.15753857714266561,60.0,-0.15372045314526908,1.3421883333333333,0.223706947447231,60.0,0
M0014,87,52,56533.32,1087.18,0.0287165854215693,0.001026475720354,1.2242,1.3389,groceries,pune,0,0,none,growing,0,[],[],0,0.4257540908911479,49.9,4.9324247140044655,60.0,0.6642511695924737,52064.73416666666,6727.253240780699,60.0,1.3080030458009353,0.025362666846470105,0.0025641519611641845,60.0,-1.0176423388774614,0.00122142275210321,0.00019156733589155867,60.0,-0.398764238146256,1.287,0.15748653964542983,60.0,-0.007431613434648626,1.3405616666666667,0.2235943353726441,60.0,0
M0014,88,55,61785.06,1123.36,0.0264731666655321,0.0014319895527847,1.2208,1.4838,groceries,pune,0,0,none,growing,0,[],[],0,1.0175840276673969,50.016666666666666,4.8972204730420215,60.0,1.425984175568632,52160.084,6749.707440590563,60.0,0.39575180232787427,0.025448544337852253,0.002589052839817427,60.0,1.1200165435226461,0.0012162737371883418,0.00019260056187910815,60.0,-0.4015014016693656,1.28371,0.1566868751601666,60.0,0.665365645042519,1.3365216666666668,0.22134947067175614,60.0,0
M0014,89,50,49578.95,991.58,0.0268176063027875,0.0014274969458326,1.1709,1.7032,groceries,pune,0,0,none,growing,0,[],[],0,-0.05216224882915413,50.25,4.79273815089567,60.0,-0.44536432118492675,52537.17316666666,6642.254500306801,60.0,0.6134152079424836,0.02534242148387916,0.0024048716103019425,60.0,1.073231268834739,0.0012188121702358084,0.00019444529958894245,60.0,-0.7027327995736402,1.2804883333333335,0.15594594901479264,60.0,1.715657425514091,1.3494366666666666,0.20619695288372003,60.0,0
M0014,90,53,48487.99,914.87,0.0250523537351491,0.001149948005993,1.0622,1.1071,groceries,pune,0,0,none,growing,0,[],[],0,0.5611793668354765,50.35,4.722197850828879,60.0,-0.6191234202831585,52581.964166666665,6612.533192161059,60.0,-0.13523395381309675,0.025378352451984977,0.002410627713262237,60.0,-0.3891074998393086,0.0012256218444634032,0.00019448054458383492,60.0,-1.3767273157844588,1.2768599999999999,0.1559204916898788,60.0,-1.1706072593027081,1.3541083333333332,0.21100871481052316,60.0,0
M0014,91,60,68828.86,1147.15,0.0270083569055054,0.0012191973673622,1.1279,1.2064,groceries,pune,0,0,none,growing,0,[],[],0,2.0250592423701517,50.43333333333333,4.724141628306013,60.0,2.458080856431869,52523.78416666667,6633.254471946724,60.0,0.6824488675183223,0.02536373167253353,0.002409887848378203,60.0,-0.05091935214531452,0.00122894248116636,0.00019138330307796054,60.0,-0.9127397956531295,1.2722216666666668,0.15811917849313736,60.0,-0.66685995221353,1.3484650000000002,0.21303573490721603,60.0,0
M0014,92,54,58896.08,1090.67,0.0250797152375849,0.0010363659340775,0.9534,1.5668,groceries,pune,0,0,none,growing,0,[],[],0,0.6888674466346434,50.75,4.717888783796329,60.0,0.8687585642023375,52954.812000000005,6838.802222865052,60.0,-0.148583062131266,0.025435351547639526,0.0023935185138427126,60.0,-1.0009228686665235,0.001223710960389725,0.00018717229086973988,60.0,-1.9940467368795889,1.27064,0.15909356292041443,60.0,1.0461715654903463,1.3438783333333333,0.213083278135343,60.0,0
M0014,93,50,50585.34,1011.71,0.0232743210959717,0.0012408420613882,1.0614,1.1132,groceries,pune,0,0,none,growing,0,[],[],0,-0.18000092898496448,50.85,4.7221978508288815,60.0,-0.36972283060180144,53121.618166666674,6859.944684882871,60.0,-0.9152291033858068,0.025456618114816164,0.002384427036652631,60.0,0.10443152869052878,0.0012211370591534835,0.0001886882484801115,60.0,-1.2356493198335181,1.2629866666666667,0.16314229565863156,60.0,-1.0824103050957465,1.344435,0.21362971038930173,60.0,0
M0014,94,50,49514.2,990.28,0.0278072988136645,0.0010359994089045,1.4587,1.4108,groceries,pune,0,0,none,growing,0,[],[],0,-0.20024604304658913,50.93333333333333,4.660932716239397,60.0,-0.5569110672899676,53258.223,6722.8382050640685,60.0,0.9881316810923487,0.025438979275479667,0.00239676511086734,60.0,-0.9795446882490396,0.0012207675444725068,0.00018862655046221973,60.0,1.2065531493618213,1.25939,0.1651895733772031,60.0,0.3071203269262043,1.3456833333333333,0.21202330473656056,60.0,0
M0014,95,57,63641.97,1116.53,0.0262543789190858,0.0015017399852327,1.4958,1.2396,groceries,pune,0,0,none,growing,0,[],[],0,1.314681947787994,51.06666666666667,4.513132125466852,60.0,1.5451242306205804,53242.10333333334,6730.764077455236,60.0,0.3223639189198273,0.02547550713348616,0.0024161258127444007,60.0,1.5059196987542405,0.0012160894988898934,0.00018968507190596462,60.0,1.390923574739593,1.26576,0.16538651308938224,60.0,-0.5220923335152315,1.3497116666666666,0.21090458449234098,60.0,0
M0014,96,52,54840.07,1054.62,0.0274311350024978,0.001107678394856,1.408,1.3923,groceries,pune,0,0,none,growing,0,[],[],0,0.17509798676496982,51.2,4.568870349570721,60.0,0.2088917079557992,53406.398166666666,6863.229983435695,60.0,0.7933772294819125,0.025540036671612747,0.0023836055039290313,60.0,-0.5985148640581559,0.001222898715449785,0.00019251037445009765,60.0,0.814297904676535,1.2725300000000002,0.1663641760859163,60.0,0.18475417945674252,1.3544100000000001,0.2050833172565461,60.0,0
M0014,97,64,63382.69,990.35,0.0286015744282556,0.0011792505487754,1.3343,1.4455,groceries,pune,0,0,none,growing,1,['txn_count'],['volume'],0,2.8877931841425224,51.38333333333333,4.368964763802141,60.0,1.4472653174409698,53563.42766666667,6784.700921801669,60.0,1.3419025617507,0.02549322547681565,0.0023163745565733707,60.0,-0.22466081445977035,0.0012225440126220981,0.00019270589733596174,60.0,0.3382887674005763,1.278695,0.16437140501965541,60.0,0.5048480961309264,1.3469916666666668,0.19512470005984972,60.0,0
M0014,98,55,55922.54,1016.77,0.0244610515300783,0.001161226876919,1.3187,1.4138,groceries,pune,0,0,none,growing,0,[],[],0,0.7292780935567253,51.6,4.6621447017804005,60.0,0.31159612656242475,53775.521666666675,6890.388391600225,60.0,-0.46711696916865175,0.02555801113630525,0.002348361713725055,60.0,-0.30260414948305747,0.0012192351971236383,0.0001916970415102852,60.0,0.24287799489666767,1.2787716666666669,0.16439666899556138,60.0,0.3437690165146133,1.346765,0.1950001215340777,60.0,0
M0014,99,56,65435.07,1168.48,0.02834015628237,0.0013194465941475,1.1147,1.6355,groceries,pune,0,0,none,growing,0,[],[],0,0.9195424742047368,51.71666666666667,4.658113630952999,60.0,1.6808872806315107,53877.46233333334,6875.896914589335,60.0,1.1911532766464754,0.02553788646475841,0.0023525686177861055,60.0,0.5382431452163456,0.0012164738590755566,0.00019131267343972167,60.0,-1.039286622430355,1.2830483333333333,0.1619845090853315,60.0,1.4946849992256483,1.3453066666666667,0.19415016105980445,60.0,0
M0014,100,54,57953.16,1073.21,0.0218998771992572,0.0014153824769662,1.4024,1.4894,groceries,pune,0,0,none,growing,0,[],[],0,0.47256154944249773,51.78333333333333,4.690746992178629,60.0,0.5518284496383147,54070.543,7035.913067810824,60.0,-1.5428160125503037,0.02556500859204782,0.0023756114552713845,60.0,1.0306705295621257,0.0012177542559408331,0.0001917472318814899,60.0,0.7376623641010577,1.28257,0.1624455927693008,60.0,0.6933981082173077,1.3539166666666667,0.19539039943684638,60.0,0
M0014,101,55,59841.36,1088.02,0.0268718283868611,0.0009725598913652,1.1271,0.8696,groceries,pune,0,0,none,growing,0,[],[],0,0.6711558099178395,51.85,4.693396009468517,60.0,0.8026035479397507,54191.6645,7039.210721784784,60.0,0.5655208541878599,0.02550203456689685,0.00242218091485132,60.0,-1.2789070290581823,0.0012194750630680385,0.00019306733491383866,60.0,-0.9617976773545401,1.2839933333333333,0.16312509067902328,60.0,-2.4802744225942814,1.35616,0.19617184113485114,60.0,0
M0014,102,58,66877.51,1153.06,0.0223283897565529,0.0011036342901706,1.3055,1.3782,groceries,pune,0,0,none,growing,0,[],[],0,1.2892383330834247,51.983333333333334,4.666838172796818,60.0,1.7761211441973315,54380.814666666665,7035.947617740266,60.0,-1.3162766644432344,0.025525131207555823,0.0024286242682537386,60.0,-0.568395792265106,0.0012148265251999283,0.00019562466250184162,60.0,0.1522902184170463,1.2804916666666666,0.16421496792951126,60.0,0.12618661666621384,1.3525766666666668,0.20305904073101216,60.0,0
M0014,103,52,58637.87,1127.65,0.0240501052494295,0.001271012549393,1.2522,1.4741,groceries,pune,0,0,none,growing,0,[],[],0,-0.043114419654039685,52.2,4.638819253624431,60.0,0.5469052973445123,54776.501,7060.397876467472,60.0,-0.5888664455187638,0.025496537718619063,0.0024562996927347826,60.0,0.29951063575245324,0.0012122875971967199,0.0001960696722797403,60.0,-0.17538879028940618,1.2810066666666668,0.1642446282862973,60.0,0.5879332132429389,1.355095,0.20241244637905184,60.0,0
M0014,104,55,51021.01,927.65,0.0283046701682306,0.0011955202418814,1.267,1.4524,groceries,pune,0,0,none,growing,0,[],[],0,0.600314962375005,52.416666666666664,4.3032965946958655,60.0,-0.6119949184059101,55126.441,6708.2762887861745,60.0,1.1672850492329379,0.0254426272581082,0.002451880037359464,60.0,-0.1069092887129217,0.0012163360419199282,0.0001947052523604745,60.0,-0.049286923952263244,1.2747833333333332,0.1579188293607405,60.0,0.4570702447715579,1.3604116666666668,0.20125644665254586,60.0,0
M0014,105,50,58419.03,1168.38,0.0256929026431856,0.001272786713821,1.1729,1.2849,groceries,pune,0,0,none,growing,0,[],[],0,-0.5991117062005401,52.55,4.256301410252261,60.0,0.4896422580190066,55138.31416666667,6700.230177449225,60.0,0.08021615877551957,0.025494021032397746,0.002479321047326778,60.0,0.28627384853425963,0.00121709789607026,0.000194529881216431,60.0,-0.6458356021882132,1.274885,0.15791170331034016,60.0,-0.3860162523688932,1.3626883333333335,0.20151569488580964,60.0,0
M0014,106,60,67450.61,1124.18,0.021456590336503,0.0016171343296721,1.3011,1.1427,groceries,pune,0,0,none,growing,0,[],[],0,1.773525171528442,52.63333333333333,4.153685994948693,60.0,1.843815415293864,55381.537,6545.705660062755,60.0,-1.66959709853206,0.025546132636564484,0.0024494186673282336,60.0,2.051309954249534,0.0012178312811642349,0.00019465758827946072,60.0,0.213408860272304,1.2683050000000002,0.15367215755781716,60.0,-1.133245415879343,1.3666049999999998,0.1975785622977883,60.0,0
M0014,107,59,59354.14,1006.0,0.0260671637385861,0.001292887756581,1.3538,1.3739,groceries,pune,0,0,none,growing,0,[],[],0,1.4667652277621699,52.75,4.261077288787086,60.0,0.5586504468188778,55595.88049999999,6727.390126331516,60.0,0.23344963139348693,0.025482240645702408,0.002505564431146111,60.0,0.37968210958325316,0.001218487609664175,0.00019595378617783243,60.0,0.5474147638758644,1.2697333333333334,0.1535703313360581,60.0,0.05807665804501957,1.3623066666666666,0.19962122001487212,60.0,0
